,Time,Title,Link
40,2019-10-31,顺丰、申通加剧市场价格战 A股快递公司转型迎分水岭,https://finance.sina.com.cn/stock/relnews/cn/2019-10-31/doc-iicezuev6282284.shtml
41,2019-10-31,上市航司三季报多下滑 盈利水平进一步分化,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6325935.shtml
42,2019-10-31,何巧女“告别”东方园林 “女首富”在突围后谢幕,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezzrr6317755.shtml
43,2019-10-31,双十一点燃快递板块 喜忧参半三季报透露何种信号,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6276208.shtml
44,2019-10-31,美股人造肉股价遭下调 A股人造肉概念股少“正品”,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezzrr6303271.shtml
45,2019-10-31,前三季车企成绩单:长安汽车最赔钱 上汽集团利润最高,https://finance.sina.com.cn/stock/s/2019-10-31/doc-iicezzrr6294158.shtml
46,2019-10-31,养殖业上市公司三季度利润大增 后备母猪需求旺盛,https://finance.sina.com.cn/stock/relnews/cn/2019-10-31/doc-iicezzrr6299472.shtml
47,,财经博客,http://blog.sina.com.cn/lm/finance/
48,,股票博客,http://blog.sina.com.cn/lm/stock/
49,2019-10-31,兴证策略：关注金融地产龙头等“滞涨”高股息板块,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezzrr6275106.shtml
50,2019-10-31,中通、圆通宣布双十一涨价 民营快递游走低价刀刃,https://finance.sina.com.cn/stock/relnews/us/2019-10-31/doc-iicezzrr6273561.shtml
51,2019-10-31,A股三连跌 沪指2900点能守住吗？,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6223144.shtml
52,2019-10-31,十大博客看后市：连续调整迎来可怕现象,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6215422.shtml
53,2019-10-31,IP一哥中手游上市超额认购544倍 港股IPO悄然回暖,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6252703.shtml
54,2019-10-31,5G商用启用起步价128元：概念股大分化 券商这样看,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezuev6210798.shtml
55,2019-10-31,"三季报收官:35股锁定全年业绩翻倍 这几颗""雷""要提防",https://finance.sina.com.cn/stock/relnews/cn/2019-10-31/doc-iicezuev6213615.shtml
56,2019-10-31,公募成赢家：乳业龙头飙升100亿 这些机构抱团股火了,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6206661.shtml
57,2019-10-31,白酒降温?酒企三季报盈利增速走低 行业两极分化加速,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6246296.shtml
58,2019-10-31,中一签新股上市三天仅剩400利润 还能不能闭眼打新了,https://finance.sina.com.cn/stock/relnews/cn/2019-10-31/doc-iicezzrr6237199.shtml
59,2019-10-31,三季报亏损王出炉 “营收巨无霸”数量创新高,https://finance.sina.com.cn/stock/relnews/hk/2019-10-31/doc-iicezzrr6225129.shtml
60,2019-10-31,5G真的来了 板块强势拉升 龙头已涨停（概念股名单）,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezuev6177616.shtml
61,2019-10-31,恢宏壮阔的“创业板故事”已开讲 还要更快,https://finance.sina.com.cn/stock/stockptd/2019-10-31/doc-iicezuev6176145.shtml
62,2019-10-31,影视公司三季报出炉：华谊兄弟、光线传媒冰火两重天,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezuev6171421.shtml
63,2019-10-31,午后名博看市：四大利好或倒逼A股险象环生,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezzrr6194600.shtml
64,2019-10-31,投行大佬刘晓丹：打破新股不败 让市场机制发挥作用,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6120829.shtml
65,2019-10-31,CCTV财经频道姚振山五评创业板之二：哪款并购适合你,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6108086.shtml
66,2019-10-31,资本引来活水 城市群和资本市场互补共生,https://finance.sina.com.cn/stock/stockptd/2019-10-31/doc-iicezuev6095706.shtml
67,2019-10-31,创业板“十年磨一剑” 护航高新技术企业任重道远,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezzrr6134430.shtml
68,2019-10-31,创业板投资者10年进阶:老奶奶愿看财报 90后回归价值,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezzrr6133792.shtml
69,2019-10-31,机构：资本市场改革加速推进 建议关注头部券商,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6134786.shtml
70,2019-10-31,前三季平均净利润大增 养殖板块成十月行情领涨龙头,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezzrr6132317.shtml
71,2019-10-31,2019房企海外债发行超500亿美元 平均利率破9%,https://finance.sina.com.cn/other/lejunews/2019-10-31/doc-iicezuev6110733.shtml
72,2019-10-31,12个职业年金项目启动 更多支持长钱入市政策酝酿,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6130384.shtml
73,2019-10-31,三因素推动景气度回升 半导体公司三季报超预期,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6129555.shtml
74,2019-10-31,在线教育企业密集上市融资 边亏损边烧钱抢占市场,https://finance.sina.com.cn/stock/relnews/hk/2019-10-31/doc-iicezzrr6129213.shtml
75,2019-10-31,区块链超级风口降温：仅6股连续涨停 退烧后怎么走,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6125667.shtml
76,2019-10-31,三大运营商 今日将启动5G商用计划,https://finance.sina.com.cn/stock/relnews/cn/2019-10-31/doc-iicezzrr6126057.shtml
77,2019-10-31,创业板十周年：更高的新起点下能否降低部分门槛？,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6121255.shtml
78,2019-10-31,"招行前三季营收超2000亿元成""独一份"" 机构早已嗅到",https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6121244.shtml
79,2019-10-31,上市险企承保投资两端“红” 结构调整迈入深水区,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6121233.shtml
80,2019-10-31,"牛散遭""重组劫""也不再牛：""痴心不改""却连踩退市股",https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6078534.shtml
81,2019-10-31,业绩亮丽+大基金加持 “热芯者”还会愈来愈多吗？,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6078509.shtml
82,2019-10-31,渝农商行A股IPO 业内人士：实现定价机制多项创新,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6078455.shtml
83,2019-10-31,创业板并购重组脱虚向实:聚焦产业整合 助力民企发展,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6078434.shtml
84,2019-10-31,区块链概念股急变阵：从争相“蹭链”到忙提示风险,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6117477.shtml
85,2019-10-31,创业板十年“锻造” “五好”上市公司聚集,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6082996.shtml
86,2019-10-31,白电三巨头三季报:海尔格力差距缩窄 美的收入增幅大,https://finance.sina.com.cn/stock/relnews/cn/2019-10-31/doc-iicezzrr6113140.shtml
87,2019-10-31,证券时报头版：单季财报不足以断定白马股“黑化”,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6068818.shtml
88,2019-10-31,消费旺季临近 天然气冬季保供战全面开启,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6107626.shtml
89,2019-10-31,六大行前三季净利同比增5.73% 发力金融科技成亮点,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6066170.shtml
90,2019-10-31,11月份MSCI加码扩容A股 逾2000亿元增量资金可期,https://finance.sina.com.cn/stock/relnews/us/2019-10-31/doc-iicezzrr6108878.shtml
91,2019-10-31,五大险企前三季净利2445亿 四季度如何备战开门红？,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6106987.shtml
92,2019-10-31,创业板改革方向渐明：推进多元化退市制度改革,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezuev6065694.shtml
93,2019-10-31,三季报收官:非银金融净利增速居首 食品饮料业多预喜,https://finance.sina.com.cn/roll/2019-10-31/doc-iicezzrr6106965.shtml
94,,财经博客,http://blog.sina.com.cn/lm/finance/
95,,股票博客,http://blog.sina.com.cn/lm/stock/
96,2019-10-31,炒区块链概念亏到肉痛 也许这是最好的风险教育,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezuev6081739.shtml
97,2019-10-31,白马抱团终结：不错的业绩却引来跌声一片 要调仓了?,https://finance.sina.com.cn/stock/stocktalk/2019-10-31/doc-iicezzrr6100012.shtml
98,2019-10-31,水泥龙头企业三季度业绩亮眼 把握阶段性做多良机,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezzrr6099032.shtml
99,2019-10-31,芯片国产化进程不断加速 概念股机会来袭,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezzrr6098571.shtml
100,2019-10-31,华为再次称霸国内市场份额8倍于苹果 概念股或将起飞,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezuev6057189.shtml
101,2019-10-31,五大险企前三季大赚2446亿 是去年全年净利1.5倍,https://finance.sina.com.cn/stock/hyyj/2019-10-31/doc-iicezzrr6096998.shtml
102,2019-10-30,兴证策略：MSCI年内第三次扩容 纳中盘股有什么影响?,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr6092735.shtml
103,2019-10-30,百亿私募三季度为何青睐医药科技股？,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev6049278.shtml
104,2019-10-30,证金公司三季度现身314只A股十大流通股东名单,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr6083994.shtml
105,2019-10-30,"发生了什么：多只大牛股集体跌停 又有白马股""爆雷""",https://finance.sina.com.cn/stock/s/2019-10-30/doc-iicezzrr6084213.shtml
106,2019-10-30,创业板：重组上市解禁 注册制改革提上日程,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr6083136.shtml
107,2019-10-30,股票总市值稳居全球第二 创业板十年发展含金量几何?,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezuev6040262.shtml
108,2019-10-30,创业板迎10周岁生日 这些10倍股你追过吗？,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr6082322.shtml
109,2019-10-30,134亿大手笔 中信证券收购广州证券获批,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr6079045.shtml
110,2019-10-30,白酒上市公司净利增速下滑 老白干等4家被下调评级,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr6079194.shtml
111,2019-10-30,业绩分化加速 区域酒企路在何方,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezuev6038126.shtml
112,2019-10-30,晚间公告热点追踪：中信证券收购获通过 股票复牌,https://finance.sina.com.cn/stock/s/2019-10-30/doc-iicezuev6035850.shtml
113,2019-10-30,三大运营商明日将共同启动5G商用计划 概念股将起飞?,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev6033234.shtml
114,2019-10-30,环保行业又一股：艾可环保报告期最后一年利润大涨,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev6032062.shtml
115,2019-10-30,先暴涨44%再猛跌停：3亿资金逃跑无门 最坑新股诞生,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr6071614.shtml
116,2019-10-30,京东方深天马前三季额增利降 面板业仍需破冰,https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezuev6024805.shtml
117,2019-10-30,IPO辅导前夕获实控人亲属入股 瑞玛工业要上中小板,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr6063460.shtml
118,2019-10-30,中信证券收购广州证券100%股权获证监会核准,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev6020067.shtml
119,2019-10-30,新华社聚焦“区块链+” 千钧之力如何释放？,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr6059803.shtml
120,2019-10-30,美邦、森马三季报冰火两重天 本土休闲服出路何在？,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezuev6020557.shtml
121,2019-10-30,创业板十年研发投入3400亿 最牛公司年均10亿搞研发,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev6012412.shtml
122,2019-10-30,特斯拉中国出昏招:砸倒一片概念股 文灿股份连创新低,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr6048950.shtml
123,2019-10-30,“卓尔系”又下一城 “湖北首富”资本版图再扩张,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev6006903.shtml
124,2019-10-30,天味食品VS．颐海国际：火锅底料老三和老二差距在哪,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr6047108.shtml
125,2019-10-30,烘焙行业祖传品牌VS.现代工艺 谁才是大郎的得意门生,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev6005077.shtml
126,2019-10-30,北上资金今年流入超2100亿 外资加速布局5G、自动化,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev6005626.shtml
127,2019-10-30,三连板易见股份：“可信数据池”等应用仍处初期阶段,https://finance.sina.com.cn/stock/s/2019-10-30/doc-iicezuev6001331.shtml
128,2019-10-30,区块链炒作降温：板块个股现跌停 市场趋向理性,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr6041856.shtml
129,2019-10-30,"中信证券解密""北上资金"":尾盘偷袭 为什么都是它们？",https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezzrr6035802.shtml
130,2019-10-30,*ST神城:实控人疯狂质押一度市值200亿 如今面值退市,https://finance.sina.com.cn/stock/s/2019-10-30/doc-iicezuev5988932.shtml
131,2019-10-30,70家A股公司全年业绩预增翻倍 名单全部在这里,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr6028795.shtml
132,2019-10-30,这个板块牛散云集曾经叱咤风云 如今他们在突围,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr6028524.shtml
133,2019-10-30,国盛策略：解禁规模大幅下滑 融资余额小幅增加,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr6019168.shtml
134,2019-10-30,华灿光电前三季亏损超7亿 业内：LED芯片业还没到底,https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezzrr6022663.shtml
135,2019-10-30,连续两日跌停 五机构紧急甩卖伟星新材1.45亿元,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezuev5974921.shtml
136,2019-10-30,白马股也大跌？ 这几类风险需要注意,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev5966752.shtml
137,2019-10-30,区块链严重分化 A股弱势震荡何时休？,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr6005132.shtml
138,2019-10-30,区块链大分化：该涨停的继续涨停 该跌停的也跌停了,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr5995182.shtml
139,2019-10-30,十大博客看后市：市场出现了两大奇观,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev5949737.shtml
140,2019-10-30,区块链概念股继续分化：A股市场弱势震荡依旧,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezzrr5989686.shtml
141,,财经博客,http://blog.sina.com.cn/lm/finance/
142,,股票博客,http://blog.sina.com.cn/lm/stock/
143,2019-10-30,区块链概念股集体降温 19股亏损超15%,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev5912753.shtml
144,2019-10-30,午后名博看市：午后市场或将探底反弹,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev5892553.shtml
145,2019-10-30,险企抢滩“带病投保” 蓝海还是高风险？,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr5907393.shtml
146,2019-10-30,创业板十周年：市值增长40倍 153股业绩连涨,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev5841533.shtml
147,2019-10-30,区块链最强龙头迅雷暴跌16%:官媒发声 2公司紧急提示,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezuev5839262.shtml
148,2019-10-30,"新技术是""双刃剑"":发掘区块链潜力 同时警惕炒作风险",https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr5867991.shtml
149,2019-10-30,区块链概念股再掀涨停潮 蹭热点追涨非理性,https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezzrr5867764.shtml
150,2019-10-30,交易所继续关注问询 区块链概念公司连忙“澄清”,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr5867979.shtml
151,2019-10-30,区块链技术助力 节能环保领域“形态重塑”,https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezzrr5870821.shtml
152,2019-10-30,十年耕耘育创新 创业板新一轮改革即将启程,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr5863440.shtml
153,2019-10-30,万亿元医美市场乱象不止  行业整治与规范迫在眉睫,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezuev5819348.shtml
154,2019-10-30,工信部力推共享制造 2022年形成20家大平台,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr5860473.shtml
155,2019-10-30,中国人寿中国人保前三季业绩靓丽 投资收益增长明显,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr5858173.shtml
156,2019-10-30,15家上市银行前三季净利增6.6% 中小行增长远超大行,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr5858166.shtml
157,2019-10-30,14家上市券商第三季度营收超10亿元 关注交易性机会,https://finance.sina.com.cn/roll/2019-10-30/doc-iicezzrr5858168.shtml
158,2019-10-30,电网企业率先布局区块链技术 已渗透电力交易等领域,https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezzrr5860670.shtml
159,2019-10-30,做好用好“区块链+ ” 科创企业要带好头,https://finance.sina.com.cn/stock/relnews/cn/2019-10-30/doc-iicezuev5819023.shtml
160,2019-10-30,区块链技术助力科创企业发展 期待应用领域取得突破,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezzrr5854014.shtml
161,2019-10-30,市场炒作降温 区块链概念股进“淘汰赛”,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev5810803.shtml
162,2019-10-30,*ST中捷现场上演全武行 上市公司股东大会不能这么开,https://finance.sina.com.cn/stock/stocktalk/2019-10-30/doc-iicezuev5803295.shtml
163,2019-10-30,楼市调控新逻辑： 供给侧改革下地产与经济协同发展,https://finance.sina.com.cn/stock/hyyj/2019-10-30/doc-iicezuev5827639.shtml
164,2019-10-29,啤酒板块行业拐点已现 机构建议关注超跌机会,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezuev5794600.shtml
165,2019-10-29,原纸材料涨价凶猛 造纸板块或迎新一波行情,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezuev5794437.shtml
166,2019-10-29,创业板十周年：再出发 注册制改革将成转折点,https://finance.sina.com.cn/stock/stocktalk/2019-10-29/doc-iicezuev5791262.shtml
167,2019-10-29,创业板深化改革引发期待：实施包容性更强的注册制等,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezzrr5832537.shtml
168,2019-10-29,专访7家公司董事长：创业板催生“龙头效应”,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezzrr5832370.shtml
169,2019-10-29,创业板十周年：资金活水激发创新活力,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezuev5790683.shtml
170,2019-10-29,创业板十周年：诞生19只十倍股 高科技股成中流砥柱,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezuev5790495.shtml
171,2019-10-29,上市券商三季度大丰收:12家净利翻倍 最多增长近13倍,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezzrr5829389.shtml
172,2019-10-29,创业板十岁了明星企业掌门人来了 看看说了啥？,https://finance.sina.com.cn/stock/stocktalk/2019-10-29/doc-iicezuev5785734.shtml
173,2019-10-29,从申请主板撤回改投创业板 锐新昌IPO闯关,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezzrr5825212.shtml
174,2019-10-29,"区块链大佬""超级宫斗""：我必须回来拯救这家公司",https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezzrr5824766.shtml
175,2019-10-29,科创板先行经验 创业板如何接力,https://finance.sina.com.cn/roll/2019-10-29/doc-iicezzrr5824824.shtml
176,2019-10-29,社保基金三季度调仓：新进70家公司 近1/3为科技股,https://finance.sina.com.cn/stock/stocktalk/2019-10-29/doc-iicezuev5773172.shtml
177,2019-10-29,连板数量减少 新股赚钱效应降低,https://finance.sina.com.cn/stock/stocktalk/2019-10-29/doc-iicezzrr5814291.shtml
178,2019-10-29,八亿时空IPO要黄？专家：经营环境发生重大变化,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezuev5771128.shtml
179,2019-10-29,晚间公告热点追踪：爱尔眼科拟收购多家眼科医院,https://finance.sina.com.cn/stock/s/2019-10-29/doc-iicezuev5769597.shtml
180,2019-10-29,尾盘概念股纷纷炸板 还有公司花600万赚了一个涨停,https://finance.sina.com.cn/stock/hyyj/2019-10-29/doc-iicezuev5767428.shtml
181,2019-10-29,"区块链""核按钮""军团再现 教你一个套路明天扭亏为盈",https://finance.sina.com.cn/stock/stocktalk/2019-10-29/doc-iicezuev5767666.shtml
